Concentration (g/mL),Uncoated Layer (nm),Total Thickness (nm),Bonded Thickness (nm)
0.014896516317486369,1.484893329748414,0.5039741677591246,0.4752131733818777
0.013973579623397,1.4485171514490125,0.750829150622013,0.6614278744863743
0.2677667001585161,1.6299964635035882,0.978481360425828,0.33624598519596244
0.2597066032763097,1.4306390669550986,1.0690636433035836,0.6841169030605875
0.16334100070137642,1.4288066289386563,0.9554978175887108,0.5385503407720936
0.3430256650603374,1.6373065849091015,1.068189300484917,0.32936152300463933
0.6191877894386196,1.6243866390810606,1.4246985765829483,0.34271245629485436
0.15427037698963825,1.4857875316624387,0.7080286753277482,0.4524648039514801
0.8302380951236152,1.4911814917588104,1.824586534533293,0.5723866352790153
-0.45948938408338497,1.4817760982955457,-0.016194778861984616,0.4748624484254422
0.04929926203099502,1.5010311322702354,0.6186783595149604,0.4664244422307393
-0.01882535260852433,1.6157485447555537,0.6103299940835046,0.35876036233982966
0.1354200480074511,1.6150089274205253,0.8607650213477875,0.3906658605831829
4.876181761949261,1.4387789171760828,6.256303977675108,0.5396572103148785
2.0270541362169894,1.4800236731727212,3.55669534572331,0.5401748409389737
0.2746771341139975,1.4631847255086352,0.9915175814076717,0.5187154493444328
2.208819870942765,1.441966068032691,3.2045223978934576,0.573936374278211
-0.3239537971383292,1.46039211411413,0.3751869874872794,0.6452486637563288
6.771873199338104,1.5138140114972367,9.55556337172667,0.4950320293004958
4.794750376717348,1.4486549357565448,6.296580416188684,0.5418693250344748
5.2743699080513915,1.4487365195752118,6.775835602084863,0.535207754214999
-0.04412474528439758,1.4624743928327892,0.7101733044264755,0.5796719917586353
0.5808453678660381,1.4776515050711392,1.3835578784883078,0.5098394633021083
0.15609073040997315,1.4347606502995294,0.9438794823662989,0.5274262772134024
-0.01903165160069771,1.6272848178397774,0.6248764216034232,0.33855039456119373
7.058190544298307,1.4966184749423923,9.947944736349665,0.5348598192571443
3.385825333703978,1.4262535771703613,4.7160405892681725,0.5842263231848474
0.29005017357692153,1.6234889175506964,0.9911124048274541,0.34793309192287075
0.3389543670191242,1.6242251175802613,1.071889015886562,0.41336883705363464
-0.07048613818120814,1.6243340394665395,0.6222529436986911,0.37535131514723397
2.2610752906296048,1.4163001246084763,3.3381404435053126,0.576922361490742
0.21323148498812067,1.4752740202205057,0.8391645016621072,0.4589073509663802
-0.1307994363977162,1.4619482849463445,0.5781965936211874,0.5725129541753273
0.27265472705717975,1.468821131782814,1.0393551140807178,0.5128026039372875
0.07820654513001161,1.4379681327032807,0.8616865675996671,0.5496276545523664
2.5468077694442046,1.441988742112806,3.627009281951014,0.5667971850020932
0.1777249491756639,1.4422636724643831,0.9920540587498363,0.5231337284927344
-0.20027168844462406,1.6297583694838416,0.34347204510039564,0.41173820141947476
0.2969767622385434,1.4508344026245024,1.1184435153637569,0.665718956089522
2.8666980501291697,1.418919854297803,4.123530266831952,0.5615737811120307
-0.08526200975990333,1.4409446478297114,0.6672048445906593,0.5561226279884076
0.2933712144432827,1.6415548296383835,0.9786180872198182,0.3933124142875342
0.05717103063451264,1.4366687172370058,0.8734585371964616,0.5427257114071473
0.2285086901773729,1.447680431026265,1.0320627483658775,0.5409397205309405
-0.04128489145423833,1.4737573647337352,0.49299965467266155,0.500838151905514
0.5843620228663093,1.4695286478260863,1.3835708289417152,0.5108883956735623
-0.07733581318561533,1.6116481518475112,0.5212519978397636,0.3585987946929205
0.005774104609022265,1.4392469604718923,0.7215512452647819,0.6259772563023532
0.607966163634301,1.4710618667519366,1.3936297458557814,0.5047434334598412
0.3468256613898377,1.4297298232903821,1.1579732145204715,0.6927009278020921
1.0762334191328151,1.4988942035651667,2.0738771654128123,0.5558528124441618
1.3139030764973465,1.5194069011420273,2.438892605604413,0.4705217966577659
3.046664521927577,1.4366241088696228,4.270720232692395,0.5589182462288028
2.4117301152243176,1.4326421662720255,3.446664649266946,0.5819109329619779
5.200986807978128,1.4312038133332334,6.71821976526247,0.5570939978177375
0.03462300585545408,1.6214661908492705,0.76717378573579,0.3868061290085593
0.27708668699226524,1.4530417042262636,1.0312914912431408,0.6557978960953409
2.8633792974286534,1.415185907758023,4.093641425959069,0.5751220576612707
-0.11043699349163341,1.6507171028886403,0.556617590183063,0.34788755644256686
-0.0019534795885215867,1.4681087761130798,0.6245275306267741,0.47931317612431973
0.16393687910940452,1.6348342423941613,0.861947577085686,0.3588650320683863
-0.024454498974683946,1.4449025221837333,0.6482044321453055,0.6679106473060671
0.3315505614844332,1.6320100640466355,1.049173617110632,0.34499541920098603
0.5193615078772511,1.4743995580766218,1.3065341983629781,0.5125936309031244
2.1261267923817297,1.4928514083779465,3.6245095055301193,0.5287202099091804
2.4813053983800493,1.4377029778738881,3.612451568473266,0.6219758675644609
-0.11409266616903782,1.6195758974107293,0.5422785897474273,0.38444814400197486
0.14437397895277074,1.4252653718215906,0.9554351280708052,0.5673638403490289
0.3151908049111561,1.4908251508709773,0.9066375485820011,0.47320130192668697
5.361764321285325,1.4425286359498362,6.9110829782894685,0.5468119285900472
1.8957711615114001,1.4796625422207073,3.397269430837373,0.5384860322010457
1.11608926017141,1.4953533442008775,2.1948947026599277,0.4700051264326985
1.4776836857048947,1.501659931799505,2.6574784433402447,0.4733626013125664
0.024371357828728128,1.4431739490697983,0.7289841830383474,0.6369522389744262
0.01562829385351463,1.4927430736619245,0.5413221206375993,0.47462000556685124
4.947655554685982,1.4486322010863937,6.368074103532192,0.5330735686031379
3.0072837163359147,1.4208994773896708,4.1928809526647965,0.5820571671568104
-0.42274699923785436,1.5070123734562522,-0.0006905658066636011,0.4516596555768917
0.5774814974526082,1.4772359782630369,1.3880937150631931,0.5010566076723653
0.5697098900603561,1.4858943448896924,1.408542931884448,0.503209238919111
0.8342726226675476,1.4837810476511453,1.8227076476527047,0.6009161906013518
5.060604595084771,1.4429679759687544,6.648651917348617,0.5493259346690205
0.16805447320043143,1.4508668999564185,0.986663679107398,0.5354083497601176
1.4702355909439848,1.5120726994354305,2.648326416728119,0.4813545836507773
-0.2097327499779167,1.6212894040732968,0.43664375493990804,0.4002093085272053
0.5973597809575907,1.6200805623623373,1.3849994079778387,0.3535849178038943
0.3551711681938403,1.4465539616797645,1.0442750945922687,0.4821488266073949
2.038946414239863,1.4797920356323475,3.5519339278501274,0.5421123412450534
0.19176839600790907,1.4292606444304374,0.9901013906334,0.6564544066801297
0.604952711882865,1.471028696574423,1.3731150161637165,0.45263267554272996
1.286388481790608,1.5161567868032866,2.4094916612454518,0.4782388572842279
0.02044803450979315,1.4476716387858206,0.7398098877669012,0.6524115614816999
0.2611742724519039,1.4344150494126877,1.0853025462886945,0.690773902305454
0.35209811110823686,1.472736816258047,1.1455838965631793,0.5068994640498458
-0.3217704268847002,1.4303567257185403,0.32955884880067976,0.6888303176127087
0.28195470171093806,1.4518604862373283,1.041019442552189,0.6557217530877499
0.657457910053961,1.475806737000629,1.4594564887301442,0.505301845809589
0.7084928841804358,1.4648485289015107,1.5460991630136356,0.5289047291114739
0.11422396289757816,1.4575975632767768,0.9199674801625213,0.5994515665360771
0.16431464347458266,1.6218462698640996,0.90529912105349,0.3739958805249793
0.2428434337673874,1.6136037179596892,0.9334017393778007,0.36257590990873273
0.3450097915802257,1.4719140106500272,1.084973213685139,0.5097171366158322
-0.03319135711352164,1.6136332866431453,0.6569355784710964,0.3799231602400387
0.11372681690984504,1.4861349109127213,0.685191620009099,0.47502096702670593
-0.16031750669415787,1.4473377382664865,0.5277383118211961,0.6688459245242505
2.850437282349258,1.430700489427567,4.1111242326745545,0.5462254992866531
-0.13097996966555803,1.6376455364841007,0.48835017949934806,0.3199943495709982
0.194162741744115,1.63259942813223,0.9356885978235866,0.3745720526916659
0.03188154528084222,1.4766355336355497,0.6411476445223872,0.4657616948812066
-0.1289447658262004,1.4830566134699092,0.39843983718738407,0.44407667318013466
0.21023019526326628,1.4657607072291425,1.0332823508178686,0.5789179660628878
2.0457405847122785,1.4902871651402185,3.547100989798053,0.5327498995303159
0.6252850724477254,1.435055478125604,1.502420204310431,0.5490924553897018
1.2620543827393502,1.5205242805214798,2.4162022317877665,0.4760187678894955
1.7950033804674086,1.5166301615481106,3.0509227077747596,0.47495622873774695
0.1437385618896361,1.4439470465730737,0.9319809146416574,0.6507346359536482
-0.27110840425642635,1.6270882124365458,0.3050437638904454,0.3286148816778078
0.10303202993909027,1.4675362832361236,0.7780543127539197,0.473118968004954
-0.11982173730477458,1.431142605158071,0.5782585992484495,0.5575552764853672
4.741481351740974,1.4464390027788891,6.132176000249602,0.5438357143449711
-0.11200205339869784,1.4811238390276773,0.5590773987248381,0.5094588822943289
0.24737492517768173,1.6319345634293165,0.9538803883153721,0.3346248591073009
0.27165065822325796,1.4440349028524906,1.025208438860847,0.6848055730166757
10.055328103213766,1.4873127171973246,13.249472549852687,0.49727983955086646
1.4154389431919217,1.5164006349568921,2.5839830219809827,0.4827171707713844
5.228266615312919,1.4422591167035088,6.779319229682197,0.5534639759660546
0.2300790560411407,1.4340081845919694,0.9789145935176418,0.6750119818576985
0.09115088230457327,1.4936024791939735,0.6640706888727974,0.47928870084946046
0.027997953840940434,1.441567217240397,0.7735829998874143,0.6778008905078913
0.4211796086947358,1.4408359332410379,1.2741307131822612,0.675220985676232
0.13092436779491076,1.4428565403346076,0.8955685596804807,0.6664515233535423
0.05510704648372643,1.5025714517851547,0.639499098420661,0.46218386524085125
2.444105392434769,1.4234222561730743,3.580726199416408,0.567913712553051
1.7661972815861415,1.526584383202645,3.0274414983465716,0.4657555700555981
1.2398780345759048,1.5199656117486515,2.3641699852201166,0.4737337484382786
0.17882249068483727,1.4385525827265995,0.957960883001648,0.6838550166888506
0.16729117302352225,1.6304934290695832,0.8465318678954493,0.3303252380503376
-0.02794804918973214,1.431736429130496,0.664274099935825,0.6827123684492664
-0.03192585679247459,1.6228499233055784,0.6525017871987349,0.3888946111707477
6.618295071923165,1.5046896236321643,9.422473500908739,0.5227034070255939
6.803565857892002,1.5198176999219142,9.542192629136004,0.49533845340485094
0.04972444257688565,1.461549624531118,0.6315869395295305,0.46213795351533565
0.3748930610872671,1.4470747681726763,1.1599594136152167,0.6788632479171366
0.7013456471024677,1.4853359250434917,1.6649161331261562,0.5939902458445749
-0.09510497793041135,1.4557972336084826,0.6199937845155654,0.6146666982164978
1.8098381510714159,1.493082467812225,3.2481528776132427,0.5269213107272548
0.09828030093070614,1.4642268535869796,0.8437315827299012,0.5890525717572569
0.3590658944010344,1.4345313915939064,1.1066609913015837,0.6767913630800587
-0.36955444492505574,1.482796713753611,0.12914334913051406,0.4580653727656744
0.07108999217173723,1.4484971051667754,0.7434998800597952,0.6785892319941056
2.564240369275135,1.4265074585258395,3.657656637854698,0.5755172139261058
0.004829431718301219,1.4565035670593212,0.7341415889556631,0.6500979609020813
-0.2688522549251174,1.4428138942282058,0.37937734169432663,0.6701285227975355
2.4125272177911756,1.4433936423601368,3.502138861216686,0.5999476616503954
-0.13595612619035263,1.4489459829212281,0.5300115010453255,0.6668496975955517
2.575192227669062,1.433883185838934,3.7389186335755404,0.5448097477776147
5.164860004751559,1.4217900063276891,6.633475703904316,0.5639894219707643
0.25226530169731054,1.4314720833098926,1.0822688467602315,0.5635390435413024
0.3039083593446727,1.6208103873073438,1.0053254226248034,0.34118487196521585
2.890068123678437,1.4226463804640261,4.096549284326037,0.5731006452891959
2.691892511441255,1.4188786932863457,3.890120400171987,0.554827797516283
0.22535712568075436,1.4390686389801357,0.889847922564038,0.4795907211213459
0.43792872410819395,1.4407554287887685,1.3007277416057097,0.5493051681293991
0.32841707224465394,1.4558028239997274,1.0231947073083882,0.464085917770738
0.051054859336716704,1.6197289644484985,0.7108642175977604,0.3360279453479897
5.104972923681334,1.4449270642884586,6.593171644780429,0.5537807465593876
6.550864499209369,1.5151705664623634,9.26385657699471,0.48007447512255025
0.07982391557924642,1.6305878181163393,0.7406042257777748,0.39021083021809794
0.03287865493004655,1.5100072913219738,0.60232410719189,0.4668645422451121
1.5016870041764807,1.545462513911885,2.723353164482006,0.49906430030387633
0.11470329789670744,1.4313998024001822,0.8972755158170662,0.6984200505255941
0.10994303678237201,1.4551990197307259,0.8229719618345667,0.6563126897970052
7.006461737876149,1.5006732093271724,9.855602505622658,0.5251284536296057
-0.17424592368035735,1.6344916285649103,0.3897498532050916,0.3962826595852511
0.043190189330957335,1.454929948459139,0.6539931149994638,0.4698310309914182
6.831935225242872,1.5070633220988165,9.687789544121944,0.5226894243062425
0.0593483244724205,1.479565455128736,0.6427671062953083,0.476455334359649
0.014070851305560572,1.6112431906036895,0.6396391039771566,0.3508739093668875
0.25138351982401674,1.638443323326376,1.0143303153391565,0.3622866420495243
0.38151617699278295,1.4443533148378753,1.1584853796664605,0.6733040547858712
-0.09039401153478863,1.4610104110745816,0.6690774178634551,0.6029187946334376
0.2798178638282094,1.4739872685295623,1.0045417845370728,0.5083311117119209
1.7167504043404511,1.493493280390519,3.1904446972783322,0.5271621480640349
0.4479298145308521,1.4371375884539495,1.3560501191703955,0.5388304020582338
2.6858110542185707,1.4565778175605386,3.8935207024222565,0.5798863774712945
0.24276557289538833,1.6283518080862565,0.9337236395724473,0.3380584244447042
0.030456602553004294,1.4482029563445384,0.7158657017483544,0.6628666375842692
0.19253915935956817,1.443175820604709,0.9507384414734927,0.6844390430674187
0.014374673006572284,1.488826050908826,0.5567080981588094,0.4699562257224255
-0.2834582308183584,1.448513186358888,0.45039289271384547,0.5937167322408614
0.5694131094421993,1.451836341516564,1.4716476621280483,0.6081168232169648
1.0702741309655823,1.4881120638653227,2.0820563204379474,0.566706178429935
-0.2124242967363043,1.4680425718480703,0.2910458980887938,0.4784627783943265
0.16741956418927534,1.4727174926002247,0.7765264944983268,0.44457480805943267
-0.35052216693487354,1.4822282594011713,0.11070511504694303,0.47505050131395016
-0.12244635813170575,1.4979377151022253,0.3770786690197586,0.4671977690582529
10.198411371031654,1.4722303712971738,13.393785016820198,0.504437030695592
1.8687407104529528,1.496420193496504,3.340992774580588,0.5216644943622127
-0.37758466757490644,1.502739342580026,0.06821629628981729,0.4647199272894515
0.21020349722468853,1.6171796860189847,0.9880588553093771,0.3817449174317534
0.3753370177198889,1.4491716093265217,1.1713393187279448,0.6748707189241842
0.010868459062538693,1.4261139433940304,0.757633700556372,0.5379872672088726
6.612370930469542,1.503967061293615,9.370146696878573,0.5263895336809289
-0.059565718342657115,1.6375342113001972,0.5513194139095879,0.3218431233442484
1.284884422116164,1.495591020090087,2.420071885589085,0.47554037465755333
0.06184847191264045,1.5103167964885083,0.6300340034268368,0.44530675663519537
1.422557663892143,1.50581730942759,2.5399089278065445,0.4525767748138509
0.012288981031667034,1.6077500582753295,0.6745626591716264,0.3647374664884023
4.900313783854803,1.4283718048597251,6.342950101363307,0.5690913628874615
0.15939468683578156,1.4570295206254653,0.7764354907046743,0.4734748570217236
0.18287970105483947,1.6231829006329779,0.8522454664983388,0.3931763542538396
0.4391321549222887,1.467926193991499,1.2051100647341186,0.5078930108146553
2.1709621573421614,1.4174337456995914,3.235435979781017,0.5868946973537866
2.628111476061303,1.4220055477301998,3.7754262578938995,0.5744841545851702
1.5001064043149177,1.4910990903386248,2.6952769544086412,0.4814185214416413
0.4899203837538467,1.4832926131064443,1.282157621998403,0.5080205949299088
-0.13784609952170937,1.6354139152885858,0.49082906681499416,0.3348531255617407
0.17833546662105232,1.4586450835573432,0.963643757790915,0.6450548083413417
0.5045290397585694,1.4446490824792253,1.3093700226114897,0.6654673730838015
0.3186433038437486,1.45649518018463,1.1734320905319227,0.5899273212640662
0.08731236714117001,1.628445955770962,0.7696477427995216,0.3393103366313892
0.38808425796220797,1.4390356828681465,1.2207700101114909,0.6663048919912313
0.005912770163917044,1.4953847317020987,0.5469517960639619,0.4697999810545139
7.158511304901344,1.5325508704280013,9.967285534221134,0.5176578981656812
0.3566335471388648,1.465484584375582,1.0111320046680379,0.4737377202988484
0.1260686172125131,1.42791288535244,0.9541959664316488,0.5500482745320832
0.44077160380489927,1.4863854086165798,1.1213789201097015,0.49126621226198186
0.3651466769215582,1.4561690549479842,1.2233445935136649,0.5985520460737508
0.3930193896558354,1.6240168623212616,1.147354206599576,0.4037876163662667
0.3928474841440758,1.433476733318285,1.1899670838486367,0.6453846637555785
-0.02330177833510655,1.6214803024950748,0.6284959325328641,0.4092177638653706
0.526907274094317,1.6309452030973068,1.326246453847214,0.35882478703921644
10.047122384421531,1.4819485809064596,13.27311670745874,0.5170041375709251
0.5327877974163796,1.4778439770737775,1.329784603312098,0.5045272650406317
-0.12228439494082402,1.4410942828853,0.5599340456993245,0.6764732062529979
1.9115057805373588,1.4707077748765265,3.414466632253675,0.5558171568660694
0.5661730173692341,1.4477782958383438,1.443632229102791,0.663815137934902
0.3647215509005981,1.6230417346193096,1.111842919323371,0.332196394224836
2.815242879425479,1.4237353776661215,4.030752484640053,0.5573085568994893
0.3926453165707391,1.6129254873213403,1.1344420163064473,0.40186299287573635
0.06261898839216204,1.6291256759294381,0.7320694295017837,0.3453097196288914
0.14011282301850486,1.6299816191646037,0.7955920106367635,0.4120842268720146
0.2540910029132193,1.4815107008960302,0.8677459268016037,0.47436726793659195
2.421312854381787,1.4453347313358418,3.460440548499344,0.5663209555843973
0.19139292189103219,1.5055786098816992,0.8020304514149306,0.4599557303128895
-0.0032484683204238654,1.4366357452112202,0.7126550510920914,0.6735685064501922
-0.19642523788052385,1.5086195823909065,0.30572955212870007,0.44471540304280216
10.480621889555703,1.4851122198322164,13.790798206717307,0.5090105289392167
0.14623319426480882,1.445680770185232,0.9729817233133282,0.6030410001384829
2.394464516578148,1.5012886352576675,4.004861267012901,0.520254967908883
0.5878114063986167,1.455241409009664,1.4048300393767417,0.5431096483155485
0.25632263444017034,1.4494181685008516,1.0874578294353046,0.5949084689058373
5.133345495491241,1.43836916468266,6.716590723321289,0.5449545215018186
1.5424617088842556,1.5202021320747856,2.7452532427752727,0.4659720889259029
0.3139889295607918,1.4603921778477602,1.0952832794564056,0.6538631448184802
-0.21547291236527957,1.6365991629250336,0.36896850447408136,0.32421300889144916
1.2658689567216026,1.5719408472864695,2.405889779978231,0.4607241390061474
1.1061953691926434,1.4867197207410596,2.1600692283887653,0.590719282225853
1.888744401492625,1.4894076108363885,3.358597712105359,0.5384047176287918
0.19935658711331516,1.6248707916418283,0.9401564987125792,0.37036224148115987
2.1024147465026153,1.4872520873227766,3.633936180444387,0.5337357700825027
5.0591938096064055,1.4410913491069168,6.519939958047584,0.546368826671689
1.060467396584588,1.485388225675516,2.0980074774926294,0.5958658894239718
0.14391545868109615,1.622681993571935,0.8322908564319583,0.3951418932293915
0.1319400366518754,1.4817904608114527,0.7108574887124345,0.4453175806514643
1.9770642792611077,1.4813614243959252,3.464632747649961,0.5458826933592258
0.07524789423454782,1.4433483591429777,0.8701493150201505,0.5446621037499169
2.19982811525418,1.4452114252071522,3.1483971165225615,0.5545934611762064
-0.020619085321311084,1.432638943111233,0.7246760314577032,0.687077696019872
6.992490893307173,1.4942084021023256,9.858730807941146,0.5287366633818318
0.2318246236247701,1.61171917286223,0.909273173379239,0.4134307423338579
-0.2406842923693482,1.636716552017703,0.3293291990809899,0.33084877297485127
6.990265645651368,1.5113371336447363,9.769141068429766,0.5013763227778864
0.9153169491555087,1.4661436528752554,1.84494113296826,0.5319657622289179
1.242267592845689,1.5550676339974714,2.4184550337223776,0.48986329535609635
1.2171208148749155,1.547698794202828,2.3867293484118295,0.4966956052931922
0.3478145674563895,1.4783898419551127,1.0114933223127691,0.45145340820750157
0.15920432864521256,1.4647818322206658,0.8077334072182797,0.4631539805200754
1.5625656815360893,1.5411392241323063,2.777208030096997,0.5134908912892844
0.3440783086562128,1.6190669624815672,1.099473901363225,0.41199558388886715
1.0555542643546394,1.4782711908194042,2.02894412267474,0.584846047427703
0.16085242532098723,1.46832913271913,0.7945082991348746,0.4542394056054307
6.834483791646744,1.5361527409048708,9.579371311273357,0.5113220030868724
0.02312181691144785,1.6438248330820755,0.7012988582351352,0.356900249174552
0.0038608424469460667,1.4440404442863768,0.7796709464037029,0.5480741242470333
-0.22511419972788774,1.437082116605088,0.48040741887523497,0.5462401889634326
0.06258171135202548,1.4237877428376775,0.7893545730701951,0.691712634281939
0.2026140155309518,1.4589587272155944,1.0501567403852259,0.6091583214649602
5.463167562175467,1.4285445573929028,7.148314799628645,0.5631230301843962
0.3401303967743857,1.4340734221656477,1.1637391034071347,0.6828193006323777
0.27348289357263544,1.4307480342191146,1.120575545995068,0.5603883731701558
-0.2404966536615101,1.6269322989068702,0.3210179483697471,0.3345029870489177
0.3095152228628033,1.6136325669174867,1.0056651582242704,0.40265844741631657
-0.2794407270927621,1.4543657590098176,0.33824535359260516,0.6623833974791503
0.0754143287908664,1.6258949690387208,0.7771354833350093,0.41465971725108797
0.052555653171923226,1.6245318255787278,0.7245104716771452,0.33301550297751265
3.366354463754253,1.429488442291972,4.656017933791884,0.5619577243503743
2.7055186088813077,1.4242881692639917,3.9097298198901314,0.5554831857273265
-0.19163943283682894,1.4547876812125806,0.37093229852433046,0.4590964709558513
1.079139485800144,1.4833450947830276,2.1023875367826883,0.5886448737066325
10.463997683119072,1.474832853340036,13.719884057768198,0.5135005090424727
2.341352994170024,1.4466801767768847,3.345941815152389,0.5572750028483677
-0.04589561742021392,1.6121929842649483,0.6210105463954884,0.3824774189323868
-0.09430669086629967,1.4875002592786886,0.4406951752788841,0.47978629866872036
0.2703518999041827,1.5993954430813784,0.9914049267964307,0.42513815727006166
1.563126364984729,1.5047248165723743,2.7462218790679223,0.4596371716036662
0.2352071314563153,1.6342584026593896,0.9542305868757294,0.33030095820873895
0.27365984479568406,1.452350681000055,1.1438549204838433,0.6060120682335584
0.2912378458485577,1.4813302019581942,0.8900854217744032,0.48455520290640625
0.18471520167989816,1.624091562771575,0.9100615749429894,0.37697387385098474
0.1447706646219206,1.451533541745277,0.9534301331127664,0.5265689428024833
10.099136460828593,1.475186527056922,13.324335109914424,0.5275131556446901
10.217674952458841,1.4798597062960086,13.477695130466458,0.5080903887867183
-0.19791970476448997,1.4921600601086993,0.2988308568530789,0.48371309919268785
0.3526032703842248,1.4246168832797965,1.1454716893699746,0.6853724414510987
9.73005584269439,1.4976215019193697,12.879526150743304,0.49646934087764294
3.1011133506945634,1.4438748840204065,4.310190661892171,0.5527028401736391
5.32677174916691,1.4362554118788413,6.947162497362693,0.5502144039463035
0.28093060954843635,1.6178073042011085,0.9882225741683444,0.40789334069704863
2.2428833920659126,1.4225411695763504,3.3210220510956043,0.5706060092113581
0.047635410757651694,1.4491858840869412,0.7716530159639583,0.6591259836697954
2.519276420501298,1.4155924265354771,3.6574325183133545,0.5742285458653009
2.794691784953704,1.438383988846696,3.968345363600879,0.5932255234903019
-0.028267424116902293,1.4483083698321304,0.6646220172342521,0.664289931999671
0.4660821101600099,1.4749280840688328,1.2472502302215691,0.5082138219868755
-0.17403277387393137,1.4489464408319488,0.558566326280787,0.6124526023690119
-0.10206789995888582,1.4454541133625796,0.4917350589252324,0.47950314790171394
2.3599096022785577,1.422095740290655,3.469064129734156,0.5587202775545779
0.09789682110622408,1.6078583799381443,0.7838081164634969,0.416225318120403
0.29642704408809945,1.4977283132599422,0.9077511340135114,0.456445036017591
-0.08916776262686242,1.4908094553314837,0.43528962293848994,0.4715741062333768
-0.341724530233801,1.4536455587289057,0.3017991780060374,0.660505124196269
0.26353978921710847,1.4357423619726215,1.0549204476008123,0.6510769471072266
1.327316289912814,1.4985061065145147,2.453641878775232,0.5596705644817561
-0.20855075912667642,1.4565902990104977,0.3393347630430553,0.4908986651757592
0.4367416730191137,1.6198224045318095,1.181727072195252,0.36937899436878197
-0.5791538766121709,1.6228423158034235,-0.08520481284671011,0.3303687214111029
0.21072950591660766,1.4272528853593602,0.9808893065795596,0.6636302402189795
0.1485306767863594,1.4451872066219305,0.863337283468652,0.6675190300790417
-0.1363346215518444,1.4595998210730095,0.4460785485063419,0.4645705957751741
0.02587036426443895,1.6136466091609298,0.6475274914285922,0.36714653766393696
1.5175395098962408,1.497622174238482,2.72567254326101,0.4812867353818616
2.769877654507069,1.426634363142825,3.987364656957119,0.5400650256418711
-0.17748692901067556,1.6191611053778139,0.40539132840838593,0.3345806713240247
0.25623022646942617,1.455327338637739,1.0780145952818423,0.5877445680720768
1.361660605894333,1.5190066720785917,2.5281653132719444,0.47020409506848665
0.21732277677633122,1.6170766762873807,0.903086558622216,0.3567284068785792
4.907304532628135,1.4308382637513912,6.4155488655512976,0.5648462061576401
2.5231269816083746,1.4164508693992115,3.663899123545993,0.5744834085170024
0.03379915113268168,1.445034556506692,0.7651227812824438,0.6714141166356528
2.165396619013386,1.4217457932763695,3.2072819655043543,0.5638960946398468
1.85888595095013,1.4950559007374726,3.347759392194995,0.5229284142371432
0.05386482012825741,1.4764076548557392,0.6011386387343224,0.46680455537307997
-0.6243212697237526,1.4401902090083454,-0.061665878754089576,0.6704160267656329
2.1518568573093777,1.4432446468384403,3.101637978080705,0.5604482752505653
6.958930996795772,1.5089992009280933,9.732295327967979,0.49243031080477234
0.08131305850635645,1.6194628215917062,0.7423515897980837,0.3576955519075243
-0.1358872606826246,1.4350720536244232,0.5734773328846849,0.5356674973213125
-0.20193523149229056,1.6136985267791113,0.39447007016974767,0.3617190100028778
0.19336786724959937,1.4461854259789333,0.9707473089303509,0.6778410632131561
0.20173834270038227,1.4538360736347535,1.0221043864049428,0.5186765753712221
0.23327807962129912,1.5017054586223098,0.8357721613281723,0.468654790271737
4.912384835593921,1.4506254889558508,6.38643831097191,0.5374711311173546
0.3733841443885364,1.6303514079842039,1.131371961724414,0.3439102645702707
7.051940154423058,1.5040029780622155,9.829770229366792,0.5040293491301061
-0.15745655254412666,1.4462596487352648,0.3775667758728142,0.4774820778353804
-0.07202352978741405,1.6308153349488763,0.5443733488426611,0.33683423642137666
-0.05822233110014627,1.5065696336079508,0.4949808190704561,0.46337260212888826
0.18329213189039928,1.4489699662885638,0.9469693059443192,0.6568094877421625
5.067772676106697,1.432952131934152,6.615058312289943,0.5627529223517631
-0.28079830405031947,1.463135191337611,0.45184547711837136,0.6005943346114775
2.5181229787551445,1.4380568197223236,3.6597476629139076,0.5939158784645422
0.6479063208674509,1.6269472275409822,1.4481092696341689,0.34804604321046406
0.11411727936455357,1.4462599808950758,0.8788214919067656,0.6875994037303903
0.3405107471465553,1.4799911567103543,0.9898022813961889,0.4682693168189859
9.74500014133405,1.4790961503579187,12.840074599391926,0.5147984593577752
-0.31027643471447447,1.4475108967210035,0.3636991700766618,0.6786089536166304
0.7895607274367227,1.4759502536113034,1.7667690393214655,0.6053383626180204
-0.06479899960927105,1.4400484361930157,0.6730680630971966,0.6831536992885917
-0.3705258894657608,1.6267346258325353,0.15801709588376367,0.33292616952472104
4.677999485834377,1.4376110758884457,6.061999972101242,0.5514812061849659
4.781151986550928,1.4501709199241641,6.2031527364242605,0.5418663997331487
0.23531549915473376,1.4584006207521099,1.0637402301342147,0.5239714383926463
-0.02903703866254198,1.61127892761821,0.5716018113214251,0.3576368547257922
0.5888099333047735,1.6015821695705363,1.3906886489198365,0.42544901608517266
9.525332594814358,1.4801216916270206,12.606428977598343,0.513238474008918
-0.13923696422946402,1.4480143871751727,0.5536442886342473,0.6323932145232305
0.14527648809121693,1.4530080575567774,0.9684104599989286,0.5965619384077341
3.420651988526346,1.4283244758964058,4.714294799591855,0.5707846692827395
6.890238769387895,1.5185106303157128,9.636614206375448,0.5378385320669563
0.1569030960703035,1.4194195411363406,0.9235514777108673,0.5492436107350274
0.3679507835670811,1.6348529749803444,1.1077613331032312,0.3177534071335111
0.34080869769712563,1.61840639408,1.0591238747508067,0.4086961762684819
-0.18008319006831303,1.483389718315156,0.3216671461627013,0.4812741582092067
